Tópico de Búsqueda,Video ID,Title,Published At,Duration (min),Views,Likes,Comments,Tags,Description,Channel Title,
UP Yucatan,wt-kx_cid0s,Yucatan Peninsula... Coming Up!,2022-07-13,0.25,36,3,0,,,J And B Travels,
UP Yucatan,l6n1EmoilvU,Riu Yucatan Video - (Swimming Pool + Swim-Up Bar),2017-03-27,0.42,2053,2,0,"riu yucatan, swimming pool, swim up bar, all inclusive resort, mexico, pool bar","RIU Yucatan video of the Swim-Up Pool Bar and Swimming Pools at the all-inclusive resort in Playacar, Playa del Carmen, Mexico.",Listophile,
UP Yucatan,N3R_Tf8VX4w,Ancient Cistern Covered Up #Travel #YucatáN #Mayans #Nature #Mayanjungle #Ruins,2024-08-16,0.25,22,3,0,"ruins, yucatán, civilization, water system, ancient ruins, maya","This is at the entrance of a ruin site named Sayil. At first, I thought it was a cenote, but with further research, it is a covered up cistern that would’ve been built by the Maya to collect water. This is a very dry part of the Yukon and they needed to collect water.",Yyaa Dude,
UP Yucatan,uLDPC1EnznA,"El Castillo | Chichen Itza | YucatáN, Mexico (Up Close View!)",2025-03-15,0.23,676,24,0,,Like this video and subscribe to our channel! Comment and let us know what you think.,We Out Here Travel And Adventure,
UP Yucatan,cSHeNkHQQmE,"Up Close Crocodile Encounter / Encuentro Con Cocodrilo -- Sisal, Yucatan, Mexico",2021-10-18,8.4,744,13,1,,"@danbowskimexico Oct. 10, 2021. This is taken from my full-length video of my day trip to Sisal.",Dan Delaney,
UP Yucatan,yB_ti-ohZjk,Mexican Fishermen Give Up Nets To Harvest 'Pink Gold' In Yucatan Peninsula,2019-04-06,2.08,798,15,0,"cctv, news, cctv+, mexico, pink salt","Many fishermen in Mexico's Yucatan Peninsula have put their nets aside in order to dedicate themselves to harvesting pink salt, a mineral rich commodity that's growing in popularity across the globe. The sea salt gets its rosy hue thanks to the algae that thrive in the tidal lagoons on Mexico's Caribbean coast. http://www.cctvplus.com/news/20190406/8107664.shtml#!language=1 Welcome to subscribe us on: Facebook: https://www.facebook.com/NewsContent.CCTVPLUS Twitter: https://twitter.com/CCTV_Plus ...",Cctv Video News Agency,
UP Yucatan,Do94PzFD3qA,"Our Highway Billboard Sign In Merida, Yucatan Is Up",2017-06-27,0.62,120,1,0,"realestate, dji, mavicpro, djimavicpro, meridayucatan, tulum, mexico, blog, travel, discover, oceanfront, realtor, for sale, beach front, trump, billboard, youtube, merida, yucatan, cancun, playa del carmen, riviera maya, caribbean","Caban Condos - San Crisanto special promotion on now! $25,000 discount on all list prices. Starting at $135k for ocean front! incredible investment in the Yucatan Riviera. Reserve your ocean front condo in paradise today. San Crisanto located in the Yucatan, Mexico just 45 minutes outside the beautiful & historic city of Merida. With Westjet and many other airlines offering direct flights to Merida. It makes it so easy to land in Merida, stop at Costco for all your supplies, maybe grab a starbuc...",Parrish Kondra,
UP Yucatan,gL-tAYwEZWs,MéRida| Vibrant Vibes YucatáN State Fair Soaking Up Fun-Filled Moments!,2023-11-20,4,87,7,0,"yucatán fair xmatkuil 2023, yucatán state fair, yucatán cuisine, mexican street food, merida mexico, living in merida, what to eat in merida mexico, things to do in merida mexico, travel vlog best, food vlog best","Yucatán Fair Xmatkuil 2023, Mérida, Yucatán, México  Hi, I’m Rachel. Join me on a mouthwatering journey as I explore the diverse flavors and cuisines from around the world. From street food gems to culinary masterpieces, everything is a sensory delight that will leave you craving for more. The only language I speak is food! Follow Like & Share YouTube @rachelmeetfood",Rachel Meet Food,
UP Yucatan,vHwuFbNIqqE,"Mayan Prisoner Tied Up Begging Tablet, Coba Mayan Pyramid Site In YucatáN MéXico",2024-06-28,1,2000,23,0,"mayan, mayancivilization, mayanpyramid, mayanpyramidhistory, mayanpyramids, mayanruins, mayans, meridayucatan, méridayucatán, pyramid, pyramids, themayanpyramids, travelyucatan, yucatan, yucatanmexico, yucatanpeninsula, yucatantravelguide, yucatantraveltips, yucatán","Mayan Prisoner Tied Up Begging Tablet, Coba Mayan Pyramid Site In Yucatán México. - #mayanpyramid #mayan #pyramid #pyramids #mayanpyramids #mayans #mayanruins #themayanpyramids #mayancivilization #mayanpyramidhistory #yucatan #yucatán #yucatanmexico #meridayucatan #méridayucatán #travelyucatan #yucatanpeninsula #yucatantraveltips #yucatantravelguide",Manifest More Travel,
UP Yucatan,e3xDpElkRUA,Ceremonia AcadéMica De La 1a GeneracióN De Egreso De La Up YucatáN,2021-01-09,42.02,511,43,0,"universidad politecnica, yucatan, upy, bis, modelo, ingeniería en datos, ingeniería en robotica, robotica computacional, ingeniería en sistemas, sistemas embebidos, sistemas embebidos computacionales, graduation, graduación, ceremonia academica, titulo universitario, upyngineers, 1a generación","En el marco del 5º aniversario de fundación de la Universidad Politécnica de Yucatán se celebra la ceremonia académica de la 1a generación de egreso de las ingenierías en Datos, Robótica Computacional y Sistemas Embebidos Computacionales, quienes se convierten en la primera generación de profesionistas en dichas áreas a nivel nacional. Fundada por decreto el 8 de enero de 2016, la UP Yucatán es la primera Institución de Educación Superior en México especializada en la formación del Talento Human...",UpyucatáN,
UP Yucatan,fel_-lFnf3U,Picking Up Isabella From School In Yucatan Mexico!,2024-05-13,1.02,39,1,0,,,Ywam Merida South,
UP Yucatan,MqbfKMkofIE,"Trenes En MéRida, YucatáN. Locomotora Ex Up Sola Finalizando Viaje Sur. Fit",2019-12-05,1.2,1001,16,1,,"Locomotora PQL Ex UP B40-8 #1843 sola finalizando viaje al sur en la ciudad de Mérida, Yucatán hace unas horas.",Manuel Mc,
UP Yucatan,-Vx2uPjYUoY,Tour Salvaje En #YucatáN  Qué Debes Conocer En MéXico - Ep02,2022-09-09,2.32,672,62,6,"cancun, cenotes en mexico, cenotes en valladolid mexico, comida mexicana, evento travel pop up, izamal pueblo magico, merica mexico, peninsula de yucatan, ria lagartos yucatan, salina de las coloradas, selva maya, sisal mexico, travel yucatan mexico, tren maya, valladolid mexico, viaje en yucatan, viaje organizado, yucatan, bikepacking, chichen itza, chichen itza mexico, documental, maya, mexico travel, mexico travel vlog, playa del carmen, riviera maya, viajes","Un viaje a través de #Yucatán en #Mexico para acudir al evento #travelpopup que se celebró en Mérida. Participamos en una mesa redonda sobre #turismo y #sostenibilidad, iniciando así nuestro viaje en México. Una semana antes del evento, nos recogían para enseñarnos q todas las maravillas que escondía esta parte tan amada de México, Yucatán. Que hacer en Yucatán. #travel vlog Gracias a Diana (@diroli23) por conectar a tanta gente bonita: Ana y Albert (@zapatillasporelmundo)Alfonso y Gonzalo (@Gem...",Bici Salvaje,
UP Yucatan,S3QWQmmXy-I,Up Next - Palapa And Pool Contruction In Yucatan Outside Merida Mexico - Ep 6,2023-03-10,9.03,197,16,11,,"After completing the wall, we're finally ready to start building. First up will be our community palapa and pool. Stay tuned...... Please continue to join us on our journey of American/German expats building a self-sustainable community in the Mayan jungle just outside of Merida, Mexico. We hope we can inspire you with our learning, have you laugh at our mistakes, and give us much needed advice on all that we are planning to do. #mexico #expatlife #expatsinmexico #merida #yucatán #sustainability...",Diego Foxx,
UP Yucatan,ugmOkuQqZKU,#Chichenitza#Mexico#Worldwonder#Travel #Beautifuldestinations#History #Maya #Cancun #Tulum #Yucatan,2023-10-07,0.25,2844,66,7,,,Jumpingcities,
UP Yucatan,uurIzp3cvX8,How To Travel Mexico | Things To Do In Yucatan Outside Cancun & Tulum!,2023-07-15,11.85,2196,68,16,"yucatan, yucatan mexico, tulum mexico, cancun mexico, valladolid, cenote, cenote mexico, mexican cenote, chichen itza, mayan ruins, mexican wetland, rio lagartos, wildlife mexico, mexico travel, yucatan travel, yucatan peninsula, best of yucatan peninsula, things to do in yucatan peninsula, travel tips, travel guide, tips and tricks, itinerary, top places to visit, bacalar lake, bacalar mexico","It is well-known that there is a huge problem with the build up of sargassum (seaweed) on the beaches of Tulum & Cancun! In this video, we explore some other exciting things to do in the Yucatan peninsula of eastern Mexico to give you options to consider if you find yourself here at a time when the beaches aren’t looking so great! We visit a wonder of the world, swim in a cenote, get up close and personal with some wildlife and MORE! #mexico #yucatan #easternmexico *You can support our channel b...",Something To Remember,
UP Yucatan,CyLOs0O9lfg,11/8/2018 Yucatan Mexico - Uxmal Ruins - Michelle Walking Up A Pyramid,2018-11-09,0.67,15,0,0,,Michelle fought her fear of heights and walked up a small pyramid.,Jolanda Dowell (Pete),
UP Yucatan,1k1B64zZbHM,Inna Sun Is Up In Yucatan Mexico City 2024,2024-11-11,0.55,790,0,1,,#tiktok #shorts #inna #show,Forever,
UP Yucatan,gOiKNvIx1g8,Living Up Each Moment #Oureternaleverafter #Adventure #Cenote #Mexico #Yucatan #Travel #Lovinglife,2025-05-05,0.32,1852,4,0,,,Sandra Fulton,
UP Yucatan,UeNfQwVFJRM,Progreso (YucatáN) Cruise Port Guide: Public Beach On Your Own,2018-09-04,4.9,49760,340,14,"carnival cruise lines, progreso, progresso, mexico, yucatan, yucutan, beach, diy, shore excursion, free, auto progreso tours, shuttle, bus, gulf of mexico, cruise, port, tour, guide, tips, royal caribbean, sand, shopping, carnival valor, things to do, carnival dream","The city of Progreso is located on the North side of Mexico’s Yucatán peninsula. In this video, we’ll show you how to travel from your cruise ship to Progreso’s public beach on your own, free of charge. The Progreso cruise port is mostly a stop for Carnival Cruise Line ships, but the port welcomes ships from Royal Caribbean. Occasionally, ships from Norwegian (NCL), Viking, P&O, and AIDA will dock at the port. More Cruise Port Guides and Walking Tours: https://www.thejellybeans.net/ #TheJellyBea...",Cruise Tips By The Jelly Beans,
UP Yucatan,FsBnQRGDdqE,"The Beautiful, Up And Coming Town Of Espita, Yucatan",2021-07-14,9.05,2014,60,4,,"I ventured out to Espita, Yucatan for a weekend getaway. Espita is about 2 hours outside of Merida located in the Eastern region of Yucatan. I had been hearing great things about Espita and I finally made it out there to have the experience for myself. I had a lovely stay at Casona los Cedros and Seth from Casa Espita was a great tour guide! It’s really nice to get out and support local tourism and enrich your life as well. Espita is a lovely town that is a great stop for a weekend. It’s clean, ...",Mid Citybeat,
UP Yucatan,wQ8Jb3BKCqQ,"MéRida, YucatáN, Mexico~ Nicole Dance Make Up.....",2024-09-29,0.37,34,3,0,"#passport, #beach, #solotravel, #relocation, #movingday, #dallas, #united states, #living abroad, #lifestyle, #men, #women, #mexico, #merida, #homeschool","Looking to move or visit Mérida, Yucatán, Mexico? Click the link below to speak with Ebony & Tonya to get started on your travel plan! https://docs.google.com/forms/d/e/1FAIpQLScuYZxpGhPJ40g9qcONsVGtWQAn3Cc7A2cg7-KYCd-gMNgypg/viewform?usp=sf_link Here to coach men, women, families, & solo travelers on the culture, food, cost of living in Mérida, Yucatán, Mexico. _________________________________________________  If you enjoy our videos, please like.  Don't forget to subscribe & press the bel...",YucatáN Spices By Ebony Patrice,
UP Yucatan,xgoFYtAZOj0,"Mexico’S Best Boutique Hotels: Zenti’K Project, Valladolid #Yucatan #Mexico #Travel",2023-04-27,0.32,736,12,0,"valladolid yucatan, valladolid mexico, valladolid travel, valladolid mexico travel, valladolid mexico yucatan, valladolid mexico hotels, luxury hotels, run with ryan, luxury of adventure, zentik project valladolid yucatán, hotel zentik project, ryyoung instagram, adventure travel mexico, yucatan mexico boutique hotel, unique hotels, unique hotels in the world, unique hotel in mexico, yucatan peninsula, zentik project, art hotel mexico, secret underground pools, cave pool","Would you swim in a cave six meters underground? Spa, Hotel and Living Art Gallery- this is Mexico's Hotel Zenti'k Project in Valladolid. Explore the Yucatan peninsula in an interesting, memorable way with a stay at this incredible hotel complete with 12 Mayan cabin-style rooms featuring exclusive and organic amenities. Add Hotel Zenti'k Project to your next Yucatan adventure! Much more health & wellness, travel and style inspiration in the Luxury of Adventure (Premium) Club↣ https://runwithryan...",Run With Ryan : Explore The Luxury Of Adventure,
UP Yucatan,Dna-u1KNQZc,Izamal : Yellow Village Of Mexico  #Izamal #Yucatan #Drone #Mexico,2023-02-08,1,1303,95,9,"izamal, yucatán, merida, chichenitza, mexico",,Gypsy Shiva,
UP Yucatan,NRQMZ3KYaGo,Platinum Yucatan Princess Resort | (Honest Review & Full Tour),2024-04-30,8.93,28164,134,17,"platinum yucatan princess, platinum yucatan princess all suites & spa resort, platinum yucatan princess playa del carmen, hotel platinum yucatan princess, platinum yucatan princess riviera maya, platinum yucatan princess review, platinum yucatan princess, platinum yucatan princess adults only, grand riviera princess, hotel grand riviera princess, playa del carmen resorts, playa del carmen all inclusive, riviera maya all inclusive resorts, riviera maya, riviera maya mexico, mexico","Platinum Yucatan Princess Resort | (HONEST Review & Full Tour)  Book an Affordable Stay at Platinum Yucatan Princess: https://expedia.com/affiliates/luxscape/platinumyucatanprincess  Cheap Riviera Maya Resorts: https://expedia.com/affiliate/E2aHS5c  BEST Riviera Maya Resort Packages: https://expedia.com/affiliate/UVlKv59  BEST Airport Transportation: https://expedia.com/affiliate/WLqqxxv  Things To Do in Riviera Maya: https://expedia.com/affiliate/7nUfz3F Hello, In today's video we will sha...",Luxscape,
UP Yucatan,BrrqcHEo5tI,"Discover Your Next Favorite Café In MéRida, YucatáN!",2025-01-27,1,46,3,0,,"Looking for the perfect spot to unwind alone, or catch up with friends? Juan Valdez Café in Mérida, Yucatán, can be your go-to place! This café offers a cozy atmosphere and sweet treats that make every visit special. Our recommendation? Grab a Nevado brownie! (You can thank us later.) :)  #merida #yucatan #meridayucatan #short",Yucatan Beach And City Properties,
UP Yucatan,gws11WQ57NI,Fun Covering Up With Healing Mud In Yucatan Mexico,2014-11-13,2.6,1697,12,0,"yucatán (mexican state), tourist destination, mexico (country), healing mud, white mud, yucatan, rio lagartos, fun, funny, tourism (interest), mexikocesky, mexiko","It's fun to cover yourself up with white healing mud in Yucatan Mexico. Went I visited Rio Lagartos in Yucatan, we spent some time putting mud with minerals all over us. So much fun!",Crazysexyfuntraveler,
UP Yucatan,4yY5RfZUT9o,Where Is The Yucatan Peninsula? - Magical Mexico Moments,2025-04-10,1.68,0,0,0,"campeche, cancun, cenotes, chichen itza, histor, mayan culture, merida, mexico travel, playa del carmen, quintana roo, travel mexico, yucatan, yucatan peninsula","Where Is The Yucatan Peninsula? Have you ever wanted to know more about the Yucatan Peninsula and what makes it such a captivating destination? In this engaging video, we’ll take you on a journey through this stunning region of southeastern Mexico. We’ll discuss its geographical features, including its unique triangular shape and the beautiful coastlines that border the Gulf of Mexico and the Caribbean Sea. You’ll learn about the three Mexican states that make up the Yucatan Peninsula: Yucatan, ...",Magical Mexico Moments,
UP Yucatan,82gQbkdrK1Y,How To Make And Spice Up Your Breakfast With YucatáN Chorizo Negro! #Recipe #Food #Cook #Shorts #Fyp,2023-04-12,0.5,1215,34,1,"cooking, recipe, yum, chorizo, yucatan, mexican, mexican food, yucatan mexico, yucatan food, howto, basic, sausage, fresh, meat, pork, food, foodie, foodporn","Yucatan chorizo negro is a type of black sausage that originates from the Yucatan peninsula in Mexico. It is a variation of the Spanish chorizo negro, but with some differences in ingredients and preparation. Yucatan chorizo negro is made with pork meat, sometimes including the liver and blood, which gives it its distinctive dark color or nearly all ingredients are aggressively charred as shown in the short. It is seasoned with a blend of spices, including achiote paste, chiles, oregano, and bla...",Cookbook Chronicles,
UP Yucatan,bf8eqEubRVg,"Everything You Need To Know Before Visiting The Yucatan Peninsula!  Budget, Sights, Foods & More!",2022-07-27,32.47,22240,412,60,"yucatan peninsula, ways of the world, quintana roo, mexico travel vlog, yucatan travel guide, slow travel, travel yucatan, yucatan mexico, travel mexico, mexico travel guide, yucatan peninsula mexico, yucatan peninsula travel, yucatan travel tips, mexico travel tips, ways of the world mexico",In this video we share ALL THE ESSENTIAL TRAVEL TIPS to help you maximize your trip to Mexico's Yucatan Peninsula! We spent 70 days in this beautiful part of Mexico and learned a thing or two you may find useful ,) Please remember you can always ask us anything in the comments!! Our goal will always be to help you plan your perfect vacation. Here are the links mentioned in the video organized by city:  OUR TRAVEL HACKING NEWSLETTER! https://creative-producer-4467.ck.page/a718ca97a5  COZUMEL: -...,Ways Of The World
UP Yucatan,cEBkDQ7V_6o,We Ended Up Living On The Gulf Of Mexico Yucatan  (Check Comments),2023-06-12,0.27,352,12,1,,,2 Gringos On The Gulf Jennifer & Darryle,
UP Yucatan,2lvWhTNCwYs,ChichéN Itzá #ChichéNitza #Yucatan #Mexico,2024-02-05,0.82,2136,71,9,#chichénitza #yucatan #mexico,"First time visiting these (Ancient Mayan Pyramids) in the Yucatan Peninsula of Mexico. Here is a close-up view of one of the ""Wonders of the World."" A must while visiting Cancun area. Travel with us around the world for an authentic/naturalist/local perspective. Let's discover how much we have in common while embracing our differences. Feel free to like/share/subscribe for future episodes. Kindly leave any positive and productive comments for the channel or places you would like to see next on t...",David Travels,
UP Yucatan,sBgTc_h-whA,"Milton And Son Clearing Land, Yucatan Mexico! #Construction #YucatáN",2023-06-15,0.57,359,2,0,,,Keeping Up With The Chrismans,
UP Yucatan,Qg4DTcL2icM,El Tren Maya Ya Anda MoviéNdose Por La Peninsula De #Yucatan #Trenmaya,2023-09-01,0.58,11954,1209,93,,,Deivideviaje,
UP Yucatan,ypjC_7hK9dA,Take A Stroll Down The Pier In Progreso YucatáN Mexico #Nightlife #YucatáN #Beach,2023-08-13,1.02,106,6,0,,,Keeping Up With The Chrismans,
UP Yucatan,FdvkfMXwjNQ,Mayan Ruins Outside Of Merida Yucatan Mexico (Sneak Peek),2022-08-25,0.27,1422,38,0,,,2 Gringos On The Gulf Jennifer & Darryle,
Politecnica Yucatan,j-j_3wVQB44,La Universidad PolitéCnica De YucatáN Presenta Sus Atractivas Carreras,2024-03-11,2.1,129,5,0,"universidad politécnica de yucatán, licenciaturas, universidad, educacion, ingenierías en datos, ingenierías, ciber seguridad, inteligencia artificial, ia, ai, robótica computacional, proceso de admisión, tecnologia","Ingenierías en datos, ciber seguridad, así como robótica computacional son las carreras que ofrece la UPY",Novedades YucatáN,
Politecnica Yucatan,XWcCU0DdMyw,¿Quieres Ingresar A La Universidad PolitéCnica De YucatáN? Esto Te Interesa,2021-03-07,2.13,255,6,0,"tele yucatan, yucatán, noticias yucatan hoy, yucatan, noticias yucatan de hoy, teleyucatan, upy yucatan, industria 4.0, industria 4.0 la nueva revolucion industrial, industria 4.0 explicado facilmente, industria 4.0 mexico, industria 4.0 la era de la inteligencia artificial, industria 4.0 yucatan, industria 4.0 méxico, industria 4.0 ycuatán, universidad politecnica de yucatan, ingenieria en sistemas embebidos, ingenieria de datos, ingenieria en robotica computacional",Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
Politecnica Yucatan,DIr5rCFH5PU,Inicia El Proceso De La Universidad PolitéCnica De YucatáN | Tele YucatáN,2023-02-21,2.18,39,1,0,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan",Inicia el proceso de la Universidad Politécnica de #Yucatán Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
Politecnica Yucatan,zFziZ9wsHBw,Presentan La Nueva Universidad PolitéCnica De YucatáN,2015-12-30,1.18,220,2,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx",,Diario De YucatáN Megamedia,
Politecnica Yucatan,mjvOZ4PVzoA,Universidad PolitéCnica De YucatáN: Donde Se Crea El Futuro,2025-04-11,1.98,78,1,0,,"Bienvenidos al epicentro del cambio. La Universidad Politécnica de Yucatán lidera la revolución tecnológica en Latinoamérica, formando a los creadores del futuro. Aquí no solo se estudia: se transforma el mundo. #TecnologíaQueInspira #Ciberseguridad #InnovaciónUPY #YucatánFuturo #EducaciónDelMañana",UpyucatáN,
Politecnica Yucatan,pz1iWOjgog4,Universidad PolitéCnica De YucatáN,2017-11-22,2,172,5,0,"universidad, politécnica, yucatán, upy",Construcción de la segunda etapa de la Universidad Politécnica de Yucatán,"Constructora Lusen, S.A. De C.V.",
Politecnica Yucatan,yi6nNKceYws,InauguracióN De La Universidad PolitéCnica De YucatáN,2016-11-03,0.42,71,0,0,,"La ceremonia estuvo encabezada por el Secretario de Educación, Aurelio Nuño, y el Gobernador del estado, Rolando Zapata.",Revistabalcon,
Politecnica Yucatan,IeGyCfsOoDs,Inicia La Universidad PolitéCnica De YucatáN Proceso De AdmisióN | Tele YucatáN,2021-03-24,1.83,49,3,0,"tele yucatan, tele yucatan te informa, yucatán, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, upy yucatan, upy experience, upy","El #UPY Experience, es un evento donde aspirantes tendrán la oportunidad de tomar talleres y conferencias relacionados con las ingenierías, recorridos por los laboratorios y muestras de proyectos, esto acerca a las y los jóvenes a tener una visión más clara y concisa de lo que se estudia en la universidad. El evento es completamente gratuito. Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitte...",Tele YucatáN,
Politecnica Yucatan,hCZMVK_G0y4,PresentacióN Universidad PolitéCnica De YucatáN,2016-11-03,3.95,2215,38,0,"upy, universidad, politécnica, yucatán, sistemas embebidos, tic, robótica, big data, data science, siies, tecnologías disruptivas, canieti, tamu, bis, cgutp, sep, gobierno","Presentación oficial de la Universidad Politécnica de Yucatán. Somos una una universidad pública descentralizada del Gobierno del Estado de Yucatán, perteneciente al subsistema de Universidades Tecnológicas y Politécnicas de la Secretaría de Educación Pública, bajo un modelo Bilingüe, Internacional y Sustentable (BIS), y especializada en el campo de las Tecnologías de la Información y Comunicación.",UpyucatáN,
Politecnica Yucatan,WJ-xrmi3Ymk,Universidad PolitéCnica De YucatáN (Upy),2016-11-22,2.83,110,0,0,,"La Universidad Politécnica de Yucatán (UPY) es creada por el Gobierno de la República y del Estado, para contribuir en la consolidación de Yucatán como un polo de innovación y de tecnologías de la información y comunicación.",Procivy YucatáN,
Politecnica Yucatan,avGYHncAAmE,Comienza La ConstruccióN De La Universidad PolitéCnica De YucatáN,2016-01-08,1.15,535,1,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx, universidad politécnica de yucatán, rolando zapata bello, ucú, raúl godoy montañez, david domínguez massa, eduardo joaquín méndez marrufo, josé alberto guerrero silva","La Universidad Politécnica de Yucatán, cuya construcción puso en marcha el Gobernador Rolando Zapata Bello este viernes 8 de enero, será la primera de las cinco importantes obras que están marcha en acabarse este mismo año. Esta universidad que se construye en terrenos del municipio de Ucu, su primera etapa que concluiría en 180 días tendría una inversión de 100 millones de pesos, y al concluirse sus cinco etapas en los próximos años, se habrá invertido 650 millones de pesos. Raúl Godoy Montañez...",Diario De YucatáN Megamedia,
Politecnica Yucatan,wVI1iiabV8k,Universidad PolitéCnica De YucatáN (Video 360),2022-03-30,1.05,33,1,0,,,áNgel VáZquez,
Politecnica Yucatan,ZV3RtAphC5M,YucatáN Tendrá Una Universidad PolitéCnica BilingüE,2015-10-05,0.68,191,0,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx, university (building function), aurelio nuño mayer, rolando zapata bello, david domínguez massa, rodrigo aranda garcía, josé alberto guerrero silva","Yucatán tendrá una Universidad Politécnica bilingüe que ayudará a convertir al Estado en un polo de desarrollo global del conocimiento, así lo anunció hace Aurelio Nuño Mayer secretario de Educación del país. El gobernador Rolando Zapata Bello calificó el anuncio como una gran noticia que lo llena de emoción y confirma que se va por el camino correcto para cambiar el rostro de Yucatán.",Diario De YucatáN Megamedia,
Politecnica Yucatan,ew7v9XLePxU,"La Universidad PolitéCnica De YucatáN, En Un 70% De Avance",2016-07-30,3.03,775,11,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx, universidad politécnica de yucatán, gildardo sánchez gonzález, ricardo bello bolio, joaquín chan caamal, josé alberto guerrero silva","Con un 70% de avance en la construcción de su edificio, sus 3 carreras de ingeniería definidas y un primer cuatrimestre dedicado a la enseñanza del inglés, la Universidad Politécnica de Yucatán está lista para escribir su historia académica donde su objetivo es formar profesionistas globales en tecnologías que demanda el mercado local, nacional y mundial. Su primer rector Gildardo Sánchez González, quien tiene estudios de doctorado en Ciencias Computacionales y postdoctorado en Robótica, pronost...",Diario De YucatáN Megamedia,
Politecnica Yucatan,KmtVj22byLI,Universidad PolitéCnica De YucatáN,2016-10-12,7.58,2499,47,1,"universidad, politécnica, yucatán, investigación, educación superior, tic, robótica, sistemas embebidos, ciencia de datos, big data, akw, impresión 3d","Universidad Politécnica de Yucatán, especializada en tecnologías disruptivas, operando bajo el modelo Bilingüe, Internacional y Sustentable",UpyucatáN,
Politecnica Yucatan,vZytIKcYIyE,Sep Inaugura U. PolitéCnica En YucatáN. Especializada En TecnologíA E InformacióN,2016-11-04,1.3,40,0,0,"noticias michoacán michoacán al día noticias méxico y el mundo nuestravisión, gobierno de michoacán, educación pública, aurelio nuño","Visita Nuestra Pagina Oficial: http://www.nuestravision.com.mx Encuentranos en Twitter: http://www.twitter.com/nuestravision Y en Youtube buscanos como: nnuestravision. *-El secretario de Educación Pública, Aurelio Nuño, inauguró la Universidad Politécnica de Yucatán. Destacó que este modelo cuenta ya con 62 planteles y más de 90 mil alumnos inscritos.",NuestravisióN Noticias,
Politecnica Yucatan,t64RnJwm9po,Inauguran La Universidad PolitéCnica De YucatáN,2016-11-03,1.27,127,0,0,,,YucatáN Ahora,
Politecnica Yucatan,4bS28uoqVMc,Inauguran Laboratorio De IngenieríA En La Universidad PolitéCnica De YucatáN | Tele YucatáN,2023-02-10,2.02,31,0,0,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan",Inauguran laboratorio de ingeniería en la Universidad Politécnica de #Yucatán. Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
Politecnica Yucatan,Cga0SdO4G1g,La Universidad PolitéCnica De YucatáN Abrirá Sus Puertas Para Dar A Conocer Su Oferta Educativa,2021-03-22,1.53,18,0,0,"tele yucatan, tele yucatan te informa, yucatán, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan",Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
