Item_Identifier,Total_Sales,Avg_Sales,Store_Count,Avg_MRP,Avg_Visibility,Item_Weight,Item_Fat_Content,Broad_Category,Item_Type,Cluster,Cluster_Label
FDQ34,7833.8028,1119.1146857142858,7,106.67648571428572,0.1798947912857142,10.85,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDQ36,4511.4608,644.4943999999999,7,37.456228571428575,0.1619714591999999,7.855000000000001,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDQ37,24218.475,4843.695,5,192.7878,0.1011846636,20.75,Low Fat,Food,Breakfast,0,Food: Mass Market / High Rev
FDQ39,29235.9438,3654.492975,8,190.5221,0.0888733492857142,14.8,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDQ40,21268.3152,2363.1461333333336,9,176.2934222222222,0.0417522446666666,11.1,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDQ44,12481.0868,2496.21736,5,120.8156,0.036203244,20.5,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDQ45,14333.3424,2388.8904,6,183.57746666666665,0.0125437084,9.5,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDQ46,10626.168,1771.028,6,112.0544,0.1039987983333333,7.51,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDQ47,2999.429,599.8858,5,34.20739999999999,0.1912401508,7.155,Regular,Food,Breads,1,Food: Low Viz / Economy
FDQ48,8319.171,1386.5285,6,97.4726,0.0344334116666666,14.3,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDQ49,7823.15,1564.63,5,156.403,0.0451415889999999,20.2,Regular,Food,Breakfast,1,Food: Mass Market / High Rev
FDQ51,3829.0158,765.80316,5,46.7518,0.020482038,16.0,Regular,Food,Meat,1,Food: Low Viz / Economy
FDQ52,30546.2382,5091.0397,6,248.3934,0.119492846,17.0,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDQ55,9445.0388,2361.2597,4,115.3084,0.013041562,13.65,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDQ56,12080.2752,1725.7536,7,84.13365714285715,0.1157581832857142,6.59,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDQ57,8642.084,2160.521,4,145.751,0.03316961675,7.275,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDQ58,9953.71,1658.9516666666668,6,154.084,0.0153311287499999,7.315,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDQ59,7130.718,1426.1436,5,84.8308,0.05640073325,9.8,Regular,Food,Breads,1,Food: Low Viz / Economy
FDQ60,120.5098,120.5098,1,121.2098,0.191500528,12.28531684698609,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDR01,21300.939400000003,3042.991342857143,7,199.2884857142857,0.0594182428571428,5.405,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDR02,12897.8776,1842.5539428571428,7,110.56002857142856,0.0242289804285714,16.7,Low Fat,Food,Dairy,0,Food: Low Viz / Economy
FDR03,8462.318,4231.159,2,206.448,0.008759817,15.7,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDR04,11373.1956,1421.64945,8,97.6943,0.0247506828571428,7.075,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDR07,2570.6538,642.66345,4,95.8344,0.1054187375,21.35,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDR08,8116.7678,1352.7946333333332,6,110.95526666666666,0.0423880328333333,18.7,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDR09,22791.6656,3255.952228571429,7,259.1819142857143,0.0852259942857142,18.25,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDR10,9909.7672,1981.95344,5,162.5552,0.0114052892,17.6,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDR11,10108.8414,2527.21035,4,159.6828,0.1426295022499999,10.5,Regular,Food,Breads,1,Food: Mass Market / High Rev
FDR12,11852.5716,1975.4286,6,172.20973333333333,0.0355131465,12.6,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDR13,3591.3252,1197.1084,3,116.7492,0.0287667489999999,9.895,Regular,Food,Canned,1,Food: Low Viz / Economy
FDR14,2750.4198,550.08396,5,53.7698,0.2001860656,11.65,Low Fat,Food,Dairy,0,Food: Low Viz / Economy
FDR15,15358.0086,2194.001228571429,7,154.60282857142855,0.0370448921428571,9.3,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDR16,14105.6388,4701.8796,3,214.0218,0.1052084073333333,5.845,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDR19,18663.7056,3110.6176,6,146.4102,0.159815557,13.5,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDR20,3893.5984,648.9330666666666,6,46.39106666666667,0.0281975701999999,20.0,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDR21,16585.078,2369.2968571428573,7,176.20842857142858,0.0733913105714285,19.7,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDR22,15883.3248,2269.0464,7,111.28297142857144,0.020371835,19.35,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDR23,24348.306,3043.53825,8,176.7745,0.0984563711428571,15.85,Low Fat,Food,Breads,0,Food: Mass Market / High Rev
FDR24,7280.523,1456.1046,5,88.963,0.0628745688,17.35,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDR25,19344.1532,3868.83064,5,265.46840000000003,0.1397149024,17.0,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDR26,10271.9624,1711.9937333333337,6,177.50279999999998,0.0477253168333333,20.7,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDR27,14309.3736,2044.1962285714285,7,132.92277142857142,0.1054555754285714,15.1,Regular,Food,Meat,1,Food: Low Viz / Economy
FDR28,13212.801,2642.5602,5,163.56099999999998,0.0259539524,13.85,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDR31,12685.4874,2537.09748,5,145.4302,0.0565053706,6.46,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDR32,22151.8318,3691.9719666666665,6,228.20273333333333,0.1018374029999999,6.78,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDR33,10546.272,1757.7120000000002,6,109.24033333333334,0.0301818491666666,7.31,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDR34,24735.8016,4947.16032,5,228.7752,0.0160078167999999,17.0,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDR35,29064.8332,4152.119028571428,7,198.5742,0.0207030228571428,12.5,Low Fat,Food,Breads,0,Food: Mass Market / High Rev
FDR36,3062.0142,612.40284,5,41.7854,0.1381332642,6.715,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDR37,27181.9508,3883.135828571428,7,182.45777142857145,0.072604908,16.5,Regular,Food,Breakfast,1,Food: Mass Market / High Rev
FDR39,11128.1812,3709.393733333333,3,182.76253333333327,0.0840007126666666,20.35,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDR40,4914.2698,1638.0899333333334,3,79.49513333333333,0.0080233529999999,9.1,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDR43,4211.185,526.398125,8,38.0065,0.175127046125,18.2,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDR44,13180.1768,1647.5221,8,130.45929999999998,0.1030426431428571,6.11,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDR45,24141.2422,6035.31055,4,239.7472,0.0290324263333333,10.8,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDR46,17284.168,2160.521,8,146.7135,0.1678009531428571,16.85,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDR47,14435.8756,2887.17512,5,195.9594,0.08760952875,17.85,Low Fat,Food,Breads,0,Food: Mass Market / High Rev
FDR48,14876.6352,1859.5794,8,151.5024,0.146350166,11.65,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDR49,3163.8816,632.7763199999999,5,47.7976,0.16281647075,8.71,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDR51,11134.8392,2783.7098,4,149.9958,0.17376962375,9.035,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDR52,20254.9676,2531.87095,8,191.2596,0.089642883,12.65,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDR55,24392.2488,3484.606971428572,7,189.3729142857143,0.1321947598571428,12.15,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDR56,17933.9888,4483.4972,4,197.8768,0.1009281264999999,15.5,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDR57,4242.4776,2121.2388,2,155.8288,0.0234947455,5.675,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDR58,12308.6446,1758.3778,7,92.66048571428573,0.0419055246666666,6.675,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDR59,30090.831,3761.353875,8,262.0719,0.069269363875,14.5,Regular,Food,Breads,1,Food: Mass Market / High Rev
FDR60,4556.7352,759.4558666666667,6,77.0828,0.1304991526666666,14.3,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDS01,18132.3972,2590.3424571428573,7,177.91145714285716,0.0199861521666666,11.6,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDS02,17557.146,3511.4292,5,195.6394,0.173512202,10.195,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDS03,6329.0948,1054.8491333333334,6,64.4326,0.098523256,7.825,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDS04,15874.6694,2267.809914285714,7,140.69808571428572,0.1632959371666666,10.195,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDS07,5920.293599999999,1480.0733999999998,4,113.4018,0.0999797395,12.35,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDS08,6528.169,2176.056333333333,3,177.57033333333334,0.0568656843333333,5.735,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDS09,2631.2416,657.8104,4,50.1258,0.096367837,8.895,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDS10,11006.3398,2751.58495,4,180.6568,0.04111971525,19.2,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDS11,23042.0064,3840.3344,6,223.9088,0.0625315683333333,7.05,Regular,Food,Breads,1,Food: Mass Market / High Rev
FDS12,11325.258,1887.543,6,126.36953333333334,0.2157147343333333,9.1,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDS13,18019.2112,2574.173028571429,7,265.3026857142857,0.1542115788333333,6.465,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDS14,7385.0536,1846.2634,4,156.5038,0.04998065,7.285,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDS15,12943.152,2157.192,6,107.19293333333331,0.0869361168333333,9.195,Regular,Food,Meat,1,Food: Low Viz / Economy
FDS16,24315.016,3473.5737142857142,7,146.376,0.0663125129999999,15.15,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDS19,8121.4284,1160.2040571428572,7,76.32977142857143,0.0714839398333333,13.8,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDS20,11675.4688,2918.8672,4,183.0042,0.0539801272499999,8.85,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDS21,2352.9372,470.58744,5,62.5994,0.0268444844,19.85,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDS22,1362.2268,454.0756,3,44.90946666666667,0.023163629,16.85,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDS23,11307.9472,1884.657866666667,6,127.63273333333332,0.1587332098333333,4.635,Low Fat,Food,Breads,0,Food: Low Viz / Economy
FDS24,6641.355,1106.8925,6,88.0014,0.0622932898333333,20.85,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDS25,11604.894,2320.9788,5,110.0628,0.1402021992,6.885,Regular,Food,Canned,1,Food: Low Viz / Economy
FDS26,22764.3678,4552.87356,5,260.8594,0.1015534948,20.35,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDS27,12963.126,1851.875142857143,7,196.2538571428572,0.0138091194285714,10.195,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDS28,4122.6336,588.9476571428571,7,57.58737142857143,0.0824892782857142,8.18,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDS31,18043.18,2577.597142857143,7,179.13179999999997,0.0441961454,13.1,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDS32,13064.9934,1866.4276285714284,7,140.81237142857142,0.0329947951666666,17.75,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDS33,12574.2988,1571.78735,8,88.9639,0.1367312931428571,6.67,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDS34,8994.2922,1798.85844,5,113.4318,0.076823669,19.35,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDS35,6845.7556,1140.9592666666667,6,64.56593333333333,0.1113332858333333,9.3,Low Fat,Food,Breads,0,Food: Low Viz / Economy
FDS36,15819.408,2636.568,6,109.757,0.0469515593333333,8.38,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDS37,8804.5392,1467.4232,6,115.56586666666664,0.0355760033333333,7.655,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDS39,9688.7216,3229.573866666666,3,143.81453333333334,0.0224604373333333,6.895,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDS40,2856.282,408.04028571428574,7,36.74757142857143,0.016879811,15.35,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDS43,14541.072,2908.2144,5,186.924,0.040548982,11.65,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDS44,27640.687,4606.781166666667,6,239.7538,0.1757396485,12.65,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDS45,12703.464,1814.7805714285716,7,106.60505714285716,0.0355443212857142,5.175,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDS46,8223.2958,1644.65916,5,119.1582,0.0544608162,17.6,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDS47,9755.3016,1393.6145142857144,7,87.8998857142857,0.1290452872,16.75,Low Fat,Food,Breads,0,Food: Low Viz / Economy
FDS48,10382.4852,1730.4142000000002,6,150.3208,0.0343481316666666,15.15,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDS49,7463.618,1492.7236,5,79.0444,0.07956224775,9.0,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDS50,13080.9726,3270.24315,4,220.3614,0.0555614165,17.0,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDS51,3034.0506,1011.3502,3,61.78606666666667,0.0321452263333333,13.35,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDS52,11334.5792,1416.8224,8,101.3766,0.0064540375,8.89,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDS55,21380.1696,2672.5212,8,148.2359,0.0899095745714285,7.02,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDS56,21772.9916,3628.831933333333,6,262.60853333333336,0.0431492111666666,5.785,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDS57,13312.671,1901.8101428571429,7,143.047,0.1163132768333333,15.5,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDS58,16045.78,3209.156,5,160.4978,0.02102006525,9.285,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDS59,11754.699,1679.2427142857143,7,110.057,0.0528282942857142,14.8,Regular,Food,Breads,1,Food: Low Viz / Economy
FDS60,9347.832,2336.958,4,179.491,0.03247328425,20.85,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDT01,13168.1924,3292.0481,4,212.4652,0.1845931015,13.65,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDT02,1552.6456,388.1614,4,34.7874,0.02425244075,12.6,Low Fat,Food,Dairy,0,Food: Low Viz / Economy
FDT03,11393.1696,1627.5956571428571,7,184.04651428571427,0.0109708157142857,21.25,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDT04,2435.4964,487.09928,5,39.7222,0.1073091766666666,17.25,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDT07,30247.294,3360.810444444445,9,256.3218888888889,0.08463312675,5.82,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDT08,15579.72,2596.62,6,150.255,0.049246187,13.65,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDT09,13182.84,2197.14,6,131.41173333333333,0.0138065926666666,15.15,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDT10,3318.3472,553.0578666666667,6,59.42286666666666,0.0691250335,16.7,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDT11,14644.9368,2440.8228,6,187.9889333333333,0.0326938596666666,5.94,Regular,Food,Breads,1,Food: Mass Market / High Rev
FDT12,23247.7386,3321.1055142857144,7,225.94905714285716,0.0544412321428571,6.215,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDT13,12247.391,2449.4782000000005,5,188.1614,0.0220832515,14.85,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDT14,12943.152,2588.6304,5,120.684,0.1276813698,10.695,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDT15,8971.654999999999,1794.3309999999997,5,183.155,0.0548909486,12.15,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDT16,27074.091200000003,5414.8182400000005,5,260.6678,0.0486897424,9.895,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDT19,17830.124,3566.0248,5,173.128,0.145098343,7.59,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDT20,4865.6664,810.9444,6,38.733066666666666,0.0413797076666666,10.5,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDT21,31873.1776,3984.1472,8,248.6092,0.0204276515714285,7.42,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDT22,5153.292,1030.6584,5,59.142,0.1121560608,10.395,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDT23,5920.2936,1184.05872,5,78.3186,0.0748334733999999,7.72,Regular,Food,Breads,1,Food: Low Viz / Economy
FDT24,11198.756,1399.8445000000002,8,77.83279999999999,0.2069366853333333,12.35,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDT25,14945.8784,2135.125485714286,7,122.47862857142856,0.0508400917142857,7.5,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDT26,11505.024,1917.504,6,120.17733333333332,0.0679832325,18.85,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDT27,18514.5664,3702.91328,5,233.5216,0.0695337868,11.395,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDT28,14445.1968,2407.5328,6,150.90413333333333,0.0636532333333333,13.3,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDT31,17585.1096,2930.8516,6,188.80386666666664,0.0124741879999999,19.75,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDT32,20726.354,2590.79425,8,188.3714,0.07737353925,19.0,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDT33,4512.1266,2256.0633,2,166.9158,0.0340863115,7.81,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDT34,9467.676,1352.5251428571428,7,105.82497142857144,0.1914594825714285,9.3,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDT35,1845.5976,1845.5976,1,167.6816,0.081916124,19.85,Regular,Food,Breads,1,Food: Mass Market / High Rev
FDT36,3740.4644,623.4107333333333,6,35.77073333333333,0.1262978634,12.3,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDT37,18615.1022,3723.02044,5,254.7214,0.0419318739999999,14.15,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDT38,4058.7168,1352.9056,3,83.9566,0.0576842866666666,18.7,Low Fat,Food,Dairy,0,Food: Low Viz / Economy
FDT39,10881.8352,2176.36704,5,151.1366,0.0112155664,6.26,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDT40,12589.6122,1573.7015250000002,8,126.6678,0.1061542799999999,5.985,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDT43,4414.254,630.6077142857142,7,51.18954285714285,0.0225643464285714,16.35,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDT44,4360.324199999999,1453.4413999999997,3,117.17993333333334,0.1032493746666666,16.6,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDT45,3712.5008,928.1252,4,54.470600000000005,0.0573876543333333,15.85,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDT46,3997.4632,571.0661714285715,7,51.02937142857143,0.0381576208333333,11.35,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDT47,6707.269200000001,2235.7564,3,95.74013333333336,0.0244985433333333,5.26,Regular,Food,Breads,1,Food: Low Viz / Economy
FDT48,18451.9812,3075.3302,6,198.3084,0.0460511002,4.92,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDT49,13102.944,1637.868,8,106.3155,0.1515330751428571,7.0,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDT50,7957.6416,1326.2736,6,96.55853333333334,0.1082441342,6.75,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDT51,2348.9424,587.2356,4,110.8294,0.01481654525,11.65,Regular,Food,Meat,1,Food: Low Viz / Economy
FDT52,17151.008,3430.2016000000003,5,245.4544,0.04753483,9.695,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDT55,26982.8766,3372.859575,8,156.8571,0.0483492791428571,13.6,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDT56,4170.5712,834.1142400000001,5,57.3246,0.1311942626,16.0,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDT57,20384.1328,3397.3554666666664,6,236.8581333333333,0.0211766478333333,15.2,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDT58,12248.0568,2041.3428,6,168.56493333333333,0.0956969396666666,9.0,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDT59,23036.68,3839.4466666666663,6,230.35013333333333,0.0159328376,13.65,Low Fat,Food,Breads,0,Food: Mass Market / High Rev
FDT60,8668.716,1733.7432,5,123.8188,0.0870713752,12.0,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDU01,12401.1908,3100.2977,4,184.5424,0.0142494365,20.25,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDU02,24048.696,3435.528,7,229.7352,0.1136279807142857,13.35,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDU03,7114.738799999999,2371.5796,3,183.29586666666668,0.0918691673333333,18.7,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDU04,8041.5324,1608.30648,5,121.7614,0.006939681,7.93,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDU07,11939.791400000002,1989.9652333333336,6,150.95326666666668,0.067362084,11.1,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDU08,6249.8646,1562.46615,4,99.8042,0.027303192,10.3,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDU09,4258.4568,2129.2284,2,54.7456,0.06648766,7.71,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDU10,2982.784,745.696,4,37.7598,0.04581142225,10.1,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDU11,11809.9604,1968.326733333333,6,120.3598,0.0926846135,4.785,Low Fat,Food,Breads,0,Food: Low Viz / Economy
FDU12,29793.2184,3310.3576000000003,9,263.44568888888887,0.0877572646666666,15.5,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDU13,18687.0086,2335.876075,8,146.8043,0.2080291682857142,8.355,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDU14,20473.35,4094.67,5,248.735,0.0394150026,17.75,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDU15,3739.1328,623.1888,6,36.73653333333333,0.03108798275,13.65,Regular,Food,Meat,1,Food: Low Viz / Economy
FDU16,4026.7584,1342.2528,3,83.35746666666667,0.0582961575,19.25,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDU19,19313.5264,2414.1908,8,172.4547,0.0468268084285714,8.77,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDU20,15063.725,2151.9607142857144,7,121.09551428571427,0.0237695901428571,19.35,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDU21,3191.8452,455.9778857142857,7,34.127228571428574,0.0849870431428571,11.8,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDU22,11969.7524,2393.95048,5,119.3724,0.11097375325,12.35,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDU23,22786.3392,2848.2924,8,164.7184,0.0238200832857142,12.15,Low Fat,Food,Breads,0,Food: Mass Market / High Rev
FDU24,10999.016,1833.1693333333333,6,93.762,0.16650264325,6.78,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDU25,8341.1424,1191.5917714285715,7,57.51031428571429,0.026712826,12.35,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDU26,7031.513800000001,1004.5019714285716,7,119.53534285714284,0.0513309951428571,16.7,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDU27,4506.1344,901.22688,5,47.9976,0.1946376232,18.6,Regular,Food,Meat,1,Food: Low Viz / Economy
FDU28,9986.3342,1997.26684,5,188.5414,0.1081142652,19.2,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDU31,11937.794000000002,2984.4485000000004,4,217.9758,0.0250122585,10.5,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDU32,10356.519,1726.0865,6,121.00806666666666,0.03080954275,8.785,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDU33,4180.5582,696.7597,6,46.30686666666667,0.1667092285,7.63,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDU34,15936.5888,2276.655542857143,7,124.83317142857145,0.0752749461428571,18.25,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDU35,7490.25,1872.5625,4,98.82,0.1057110225,6.44,Low Fat,Food,Breads,0,Food: Low Viz / Economy
FDU36,11824.608,1689.2297142857144,7,99.06697142857142,0.052097064,6.15,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDU37,10466.376,2093.2752,5,79.256,0.10446143225,9.5,Regular,Food,Canned,1,Food: Low Viz / Economy
FDU38,23010.048,3287.1497142857143,7,192.1504,0.0993483107142857,10.8,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDU39,5925.62,987.6033333333334,6,58.5562,0.0360783525,18.85,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDU40,13174.8504,2195.8084000000003,6,193.2478,0.0416360791666666,20.85,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDU43,5720.5536,2860.2768,2,238.0064,0.057762301,19.35,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDU44,16407.9752,2734.6625333333336,6,162.88853333333336,0.0657983121666666,12.15,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDU45,8083.477800000001,2020.86945,4,113.0768,0.04214208925,15.6,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDU46,10559.588,1508.5125714285714,7,86.58257142857143,0.0122029438571428,10.3,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
